"student_id","term_1","term_2","term_3","term_4","term_5","term_6","term_7","term_8","term_9","term_10","term_11","term_12","term_13","term_14","term_15","term_16","term_17","term_18","term_19","term_20","term_21","term_22","term_23","term_24","term_25","term_26","term_27","term_28"
"STU002089","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002090","None","CTC","CTC","None","CTC","CTC","CTC","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","None","None","None","None","None","None","None","None"
"STU002091","None","None","None","None","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002092","None","None","None","None","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002093","CTC","CTC","CTC","CTC","CTC","4YR","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002094","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002095","None","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR"
"STU002096","None","CTC","CTC","CTC","CTC","CTC","CTC","4YR","CTC","None","None","CTC","CTC","CTC","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002097","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002098","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","CTC","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002099","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002100","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002101","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002102","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002103","None","None","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002104","CTC","CTC","CTC","None","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002105","4YR","CTC","CTC","CTC","CTC","CTC","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None"
"STU002106","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002107","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002108","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002109","None","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002110","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002111","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002112","None","None","None","None","4YR","4YR","CTC","4YR","4YR","CTC","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002113","CTC","CTC","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002114","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None"
"STU002115","None","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002116","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None"
"STU002117","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002118","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002119","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None"
"STU002120","None","None","None","4YR","4YR","4YR","4YR","None","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002121","None","None","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002122","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002123","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002124","None","None","None","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002125","None","None","None","None","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002126","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002127","None","None","None","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002128","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002129","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002130","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002131","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002132","None","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002133","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002134","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002135","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002136","None","None","None","CTC","CTC","None","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002137","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002138","CTC","4YR","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002139","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU002140","None","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
